Column1, Column2, Column3, Etc.
('tt0266543', 'Finding Nemo', 2003, 'Andrew Stanton, Lee Unkrich', 'Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe', 'Animation, Adventure, Comedy', 90.0, 8.2)
('tt1436562', 'Rio', 2011, 'Carlos Saldanha', 'Karen Disher, Jason Fricchione, Sofia Scarpa Saldanha, Leslie Mann', 'Animation, Adventure, Comedy', 63.0, 7.0)
('tt2582802', 'Whiplash', 2014, 'Damien Chazelle', 'Miles Teller, J.K. Simmons, Paul Reiser, Melissa Benoist', 'Drama, Music', 88.0, 8.7)
('tt2562232', 'Birdman', 2014, 'Alejandro Gonz\xc3\xa1lez I\xc3\xb1\xc3\xa1rritu', 'Michael Keaton, Emma Stone, Kenny Chin, Jamahl Garrison-Lowe', 'Comedy, Drama', 88.0, 8.3)
('tt2278388', 'The Grand Budapest Hotel', 2014, 'Wes Anderson', 'Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody', 'Adventure, Comedy, Drama', 88.0, 8.1)
('tt2267998', 'Gone Girl', 2014, 'David Fincher', 'Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry', 'Drama, Mystery, Thriller', 79.0, 8.3)
('tt0078346', 'Superman', 1978, 'Richard Donner', 'Marlon Brando, Gene Hackman, Christopher Reeve, Ned Beatty', 'Action, Drama, Sci-Fi', 86.0, 7.3)
('tt1232829', '21 Jump Street', 2012, 'Phil Lord, Christopher Miller', 'Jonah Hill, Channing Tatum, Brie Larson, Dave Franco', 'Action, Comedy, Crime', 69.0, 7.2)
('tt1285016', 'The Social Network', 2010, 'David Fincher', 'Jesse Eisenberg, Rooney Mara, Bryan Barter, Dustin Fitzsimons', 'Biography, Drama', 95.0, 7.8)
('tt0468569', 'The Dark Knight', 2008, 'Christopher Nolan', 'Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine', 'Action, Crime, Drama', 82.0, 9.0)
('tt1345836', 'The Dark Knight Rises', 2012, 'Christopher Nolan', 'Christian Bale, Gary Oldman, Tom Hardy, Joseph Gordon-Levitt', 'Action, Thriller', 78.0, 8.5)
('tt2245084', 'Big Hero 6', 2014, 'Don Hall, Chris Williams', 'Scott Adsit, Ryan Potter, Daniel Henney, T.J. Miller', 'Animation, Action, Adventure', 74.0, 8.0)
('tt1375666', 'Inception', 2010, 'Christopher Nolan', 'Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Tom Hardy', 'Action, Mystery, Sci-Fi', 74.0, 8.8)
('tt2562232', 'Birdman', 2014, 'Alejandro Gonz\xc3\xa1lez I\xc3\xb1\xc3\xa1rritu', 'Michael Keaton, Emma Stone, Kenny Chin, Jamahl Garrison-Lowe', 'Comedy, Drama', 88.0, 8.3)
('tt2562232', 'Birdman', 2014, 'Alejandro Gonz\xc3\xa1lez I\xc3\xb1\xc3\xa1rritu', 'Michael Keaton, Emma Stone, Kenny Chin, Jamahl Garrison-Lowe', 'Comedy, Drama', 88.0, 8.3)
('tt0970179', 'Hugo', 2011, 'Martin Scorsese', 'Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, Chlo\xc3\xab Grace Moretz', 'Adventure, Drama, Family', 83.0, 7.6)
('tt0095953', 'Rain Man', 1988, 'Barry Levinson', 'Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen', 'Drama', 65.0, 8.0)
